Phase	Main goal	Source objects/dependencies	Definitions/objects	Current code modules	Target modules/objects	Proof goals	Phase status	Object link policy	Object link explanation	Child object scope	Context class	Phase documentation tier	Phase documentation depth requirement	Change version	Change timestamp	Change class	Change note
13.2.1	Pauli/Clifford boundary-star-algebra comparison gate	13.2; A->B bright boundary handoff; finite boundary *-algebra; GA0-GA3 as reference targets only; mathlib CliffordAlgebra documentation; no direct Pillar-A internals	GA4	PillarB empty; no current comparison module	GA4; optional future CNNA/PillarB/QFT/CliffordComparisonGate.lean	After B derives the boundary observable *-algebra, check whether CNNA-derived generators satisfy Pauli/Clifford-like square and anti-commutation target patterns. This is a consistency/comparison gate only, not a source of B generators or a shortcut to spin/QM semantics.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ReferenceGatePhase	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.				
13.3	Local net and Haag-Kastler algebraic profile	13.2; region/localization data from A->B	LocalNet; inclusion/isotony; locality where finite data supports it	PillarB empty; legacy REALOQS not imported	CNNA/PillarB/AQFT/LocalNetFromBoundary.lean	derive local net as consumer theorem; separate algebraic HK from geometric/spacetime axioms reserved for C/D V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
13.4	State, GNS, and KMS consumer layer	13.2; Gibbs/state seeds; time evolution when exported	state functional; GNS pre-Hilbert/Hilbert profile; KMS condition	CNNA/PillarA/Finite/GibbsStateSeed.lean; MatrixExponential.lean; PillarB empty	CNNA/PillarB/QFT/StateGNSKMS.lean	build finite state/GNS/KMS mirror from exported operator data; mark analytic completions as mirror/far-target V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
13.5	Tomita-Takesaki and modular data	13.4; KMS/GNS profile	Tomita S; modular operator Delta; modular conjugation J	PillarB empty	CNNA/PillarB/AQFT/ModularTheory.lean	derive modular objects only after state/GNS prerequisites; no free modular conjugation V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
13.6	CPT, spin-statistics, Kramers and split-property gates	13.5; local net; modular data	CPT/BW bridge; spin-statistics; Kramers; split property	PillarB empty	CNNA/PillarB/AQFT/StructuralTheorems.lean	register theorem gates; prove only when hypotheses are derived from B consumer chain and A handoff	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
13.6.1	Dirac/spacetime-algebra comparison target behind CPT, spin-statistics and split gates	13.6; GA4; local net/modular data if later derived; Horn Dirac/quaternion notes; Hestenes spacetime-algebra references; comparison-only	GA5	PillarB empty; no current STA/Dirac comparison module	GA5; optional future CNNA/PillarB/AQFT/SpacetimeAlgebraComparisonGate.lean	Once Pillar B has its own local net, modular data and structural-theorem hypotheses, compare against Dirac/STA targets such as gamma/Clifford signatures, Lorentz-covariance formulations and spin-statistics/CPT compatibility. No Dirac equation or Lorentz structure is imported into CNNA.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ReferenceGatePhase	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.				
13.7	B->A input handoff preparation	13.1-13.6; explicit backreaction policy	BToAAllowedInputProfile	CNNA/PillarA/Handoff/Inputs/B_to_A.lean	CNNA/PillarB/Handoff/BToAOutput.lean; CNNA/PillarA/Handoff/Inputs/B_to_A.lean	B may export only explicitly typed results back to A; A must not consume A->B V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
14	Pillar C OQS consumer roadmap from A regimes and B-compatible interfaces	11.3; HasOuter regime; C input handoff; optional B state/channel outputs	C input contract; open-system channels; effective openness	CNNA/PillarC/BuildAll.lean currently empty; A finite channel seeds exist	CNNA/PillarC/OQS/*.lean	derive OQS from explicit A->C handoff and exported finite channel data; no stochastic ontology injected V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	scope_only	umbrella/routing phase; child phases own the registered objects	C00, C01, C02, C03, C04	LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
14.1	C input contract from A regime and complement profile	11.3; RegimeProfile; ComplementProfile	CInputFromA; OpenSubsystemRequest	CNNA/PillarC/BuildAll.lean currently empty; CNNA/PillarA/Sectors/*.lean	CNNA/PillarC/Handoff/CInputFromA.lean	prove C sees only exported open-system profiles; dark complement remains A provenance unless explicitly exported V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
14.2	Finite channel / CP-map profile	14.1; open channel seed; ExecComplex matrix path	CPMapProfile; Kraus/Stinespring finite mirror if derived	CNNA/PillarA/Finite/ChannelSeed.lean; DynamicsAdapter.lean; PillarC empty	CNNA/PillarC/OQS/FiniteChannelProfile.lean	derive complete positivity/trace behavior from finite exported data, not from assumed noise V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
14.3	Effective dynamics and Lindblad/GKSL gate	14.2; time evolution/channel semigroup data	EffectiveGenerator; Lindblad/GKSL gate	PillarC empty	CNNA/PillarC/OQS/EffectiveGenerator.lean	separate finite operational generator from analytic semigroup mirror; no continuous-time assumption without derived limit V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
14.4	Decoherence/noise observables as derived effective quantities	14.2-14.3; HasOuter regime	DecoherenceProfile; NoiseKernelProfile	PillarC empty	CNNA/PillarC/OQS/DecoherenceProfile.lean	derive effective noise from environment/complement profile; no external stochastic source V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
14.5	C->A input handoff preparation	14.1-14.4; explicit backreaction policy	CToAAllowedInputProfile	CNNA/PillarA/Handoff/Inputs/C_to_A.lean	CNNA/PillarC/Handoff/CToAOutput.lean; CNNA/PillarA/Handoff/Inputs/C_to_A.lean	C may export only explicit OQS-derived profiles back to A through C->A V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
15	Pillar D spacetime/covariance roadmap with ParameterClosure, LCQFT/Hadamard/Wick and D/E bridge prerequisites	11.4; A geometry/CM/lattice outputs; C OQS when available	spacetime/localization/covariance consumer objects; ParameterClosure/HorizonLevel/RegularizationClosure; LocalCovariance/RelativeCauchyEvolution/Hadamard/Microlocal/Wick/StressTensor gate chain	CNNA/PillarD/BuildAll.lean currently empty	CNNA/PillarD/Spacetime/*.lean	derive spacetime structures only from A/C outputs; no GR/spacetime continuum postulated as input V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	scope_only	umbrella/routing phase; child phases own the registered objects	D00, D01, D02, D03	LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
